,model_name,param,used_statistics,vote,score
5200,RFC,"{'n_estimators': 400, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,127.25
5201,XGB,"{'n_estimators': 300, 'max_depth': 25, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.1}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,154.0
5202,LGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.5}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5203,Voting,{'weights_nr': 5},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,146.5
5204,RFC,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5205,XGB,"{'n_estimators': 400, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.3}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5206,LGB,"{'n_estimators': 300, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5207,Voting,{'weights_nr': 3},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5208,RFC,"{'n_estimators': 100, 'max_depth': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5209,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.2}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5210,LGB,"{'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5211,Voting,{'weights_nr': 0},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5212,RFC,"{'n_estimators': 400, 'max_depth': 25, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5213,XGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.2}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5214,LGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5215,Voting,{'weights_nr': 5},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5216,RFC,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5217,XGB,"{'n_estimators': 500, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,154.0
5218,LGB,"{'n_estimators': 100, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5219,Voting,{'weights_nr': 2},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5220,RFC,"{'n_estimators': 400, 'max_depth': 25, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,127.25
5221,XGB,"{'n_estimators': 400, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5222,LGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.5}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5223,Voting,{'weights_nr': 0},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5224,RFC,"{'n_estimators': 200, 'max_depth': 25, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,141.5
5225,XGB,"{'n_estimators': 300, 'max_depth': 25, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.8, 'gamma': 0.3}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5226,LGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5227,Voting,{'weights_nr': 5},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5228,RFC,"{'n_estimators': 200, 'max_depth': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5229,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5230,LGB,"{'n_estimators': 500, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5231,Voting,{'weights_nr': 5},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5232,RFC,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5233,XGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.1}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5234,LGB,"{'n_estimators': 100, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5235,Voting,{'weights_nr': 0},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5236,RFC,"{'n_estimators': 500, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,127.25
5237,XGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 1.0, 'gamma': 0.1}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5238,LGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5239,Voting,{'weights_nr': 1},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5240,RFC,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,131.0
5241,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 1.0, 'gamma': 0.2}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5242,LGB,"{'n_estimators': 500, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 1.0}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,149.0
5243,Voting,{'weights_nr': 4},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5244,RFC,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,120.5
5245,XGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.1}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,154.0
5246,LGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 0.5}","['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
5247,Voting,{'weights_nr': 3},"['POTM' 'BLK_per_GP' 'FTM_per_GP' 'REB_per_GP' 'GP' 'FTM_2' 'AST'
 'PIE_per_GP' 'FG3A_per_GP' 'TO_per_GP' 'FGM_per_GP' 'FTA_per_GP'
 'FP_per_GP' 'MIN' 'FG3A' 'FT_PCT' 'PTS' 'PIE' 'FP' 'TD' 'All-Star' 'W'
 'FG3_PCT' 'FGA' 'BLK' 'MIN_per_GP' 'REB' 'STL']",True,136.0
