,model_name,param,used_statistics,vote,score
1492,RFC,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1493,XGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8, 'gamma': 0.4}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1494,LGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1495,Voting,{'weights_nr': 2},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1496,RFC,"{'n_estimators': 200, 'max_depth': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1497,XGB,"{'n_estimators': 500, 'max_depth': 50, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.2}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1498,LGB,"{'n_estimators': 300, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1499,Voting,{'weights_nr': 0},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1500,RFC,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1501,XGB,"{'n_estimators': 400, 'max_depth': 50, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.4}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1502,LGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1503,Voting,{'weights_nr': 3},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1504,RFC,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,120.5
1505,XGB,"{'n_estimators': 100, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.2}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1506,LGB,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,130.5
1507,Voting,{'weights_nr': 3},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1508,RFC,"{'n_estimators': 300, 'max_depth': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1509,XGB,"{'n_estimators': 500, 'max_depth': None, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1510,LGB,"{'n_estimators': 400, 'max_depth': 25, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.0
1511,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1512,RFC,"{'n_estimators': 300, 'max_depth': 25, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1513,XGB,"{'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1514,LGB,"{'n_estimators': 100, 'max_depth': None, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
1515,Voting,{'weights_nr': 3},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1516,RFC,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,152.0
1517,XGB,"{'n_estimators': 500, 'max_depth': None, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8, 'gamma': 0.2}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,159.5
1518,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.5}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1519,Voting,{'weights_nr': 5},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
1520,RFC,"{'n_estimators': 500, 'max_depth': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1521,XGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.8, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1522,LGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,116.75
1523,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1524,RFC,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1525,XGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 1.0, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1526,LGB,"{'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.5}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1527,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1528,RFC,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,152.0
1529,XGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1530,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,134.75
1531,Voting,{'weights_nr': 3},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1532,RFC,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1533,XGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
