GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
25000145,1610612755,Nationals,SYR,Syracuse,0,25,,,,,,31,44.0,0.704,,,,,,,,,81,
25000145,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,25,,,,,,19,34.0,0.559,,,,,,,,,69,
25000143,1610612758,Royals,ROC,Rochester,0,30,,,,,,30,38.0,0.789,,,,,,,,,90,
25000143,1610612738,Celtics,BOS,Boston,0,31,,,,,,15,18.0,0.832,,,,,,,,,77,
25000144,1610612737,Blackhawks,TCB,Tri-Cities,0,26,,,,,,35,43.0,0.813,,,,,,,,,87,
25000144,1610610024,Bullets,BAL,Baltimore,0,26,,,,,,20,27.0,0.74,,,,,,,,,72,
25000146,1610612738,Celtics,BOS,Boston,0,30,,,,,,42,56.0,0.75,,,,,,,,42.0,102,
25000146,1610612755,Nationals,SYR,Syracuse,0,29,,,,,,42,54.0,0.778,,,,,,,,46.0,100,
25000147,1610610030,Olympians,INO,Indianapolis,0,24,,,,,,33,45.0,0.732,,,,,,,,,81,
25000147,1610610036,Capitols,WAS,Washington,0,36,,,,,,31,36.0,0.86,,,,,,,,,103,
25000149,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,22,,,,,,24,26.0,0.923,,,,,,,,,68,
25000149,1610612758,Royals,ROC,Rochester,0,24,,,,,,26,32.0,0.812,,,,,,,,,74,
25000150,1610612747,Lakers,MNL,Minneapolis,0,31,,,,,,19,25.0,0.76,,,,,,,,,81,
25000150,1610610024,Bullets,BAL,Baltimore,0,22,,,,,,19,23.0,0.825,,,,,,,,,63,
25000148,1610612744,Warriors,PHW,Philadelphia,0,27,,,,,,20,23.0,0.869,,,,,,,,20.0,74,
25000148,1610612752,Knicks,NYK,New York,0,29,,,,,,21,31.0,0.677,,,,,,,,21.0,79,
25000151,1610612744,Warriors,PHW,Philadelphia,0,28,28.0,1.0,,,,35,42.0,0.832,,,,,,,,,91,
25000151,1610612755,Nationals,SYR,Syracuse,0,30,,,,,,28,37.0,0.757,,,,,,,,,88,
25000153,1610612758,Royals,ROC,Rochester,0,23,,,,,,29,40.0,0.724,,,,,,,,,75,
25000153,1610612747,Lakers,MNL,Minneapolis,0,24,35.0,0.686,,,,19,23.0,0.825,,,,,,,,,67,
25000152,1610612737,Blackhawks,TCB,Tri-Cities,0,40,,,,,,17,29.0,0.585,,,,,,,,,97,
25000152,1610610036,Capitols,WAS,Washington,0,30,,,,,,30,36.0,0.832,,,,,,,,,90,
25000154,1610610030,Olympians,INO,Indianapolis,0,47,,,,,,18,24.0,0.75,,,,,,,,,112,
25000154,1610612737,Blackhawks,TCB,Tri-Cities,0,32,,,,,,17,27.0,0.63,,,,,,,,,81,
25000157,1610612752,Knicks,NYK,New York,0,30,84.0,0.356,,,,17,27.0,0.63,,,,24.0,,,,25.0,77,
25000157,1610612738,Celtics,BOS,Boston,0,21,73.0,0.287,,,,18,28.0,0.643,,,,17.0,,,,23.0,60,
25000155,1610610024,Bullets,BAL,Baltimore,0,25,,,,,,30,39.0,0.769,,,,,,,,,80,
25000155,1610612755,Nationals,SYR,Syracuse,0,28,,,,,,34,43.0,0.791,,,,,,,,,90,
25000156,1610612758,Royals,ROC,Rochester,0,36,,,,,,19,27.0,0.703,,,,,,,,,91,
25000156,1610610036,Capitols,WAS,Washington,0,34,,,,,,24,33.0,0.726,,,,,,,,,92,
25000160,1610612747,Lakers,MNL,Minneapolis,0,27,71.0,0.38,,,,29,38.0,0.763,,,,,,,,34.0,83,
25000160,1610612744,Warriors,PHW,Philadelphia,0,28,96.0,0.291,,,,17,39.0,0.435,,,,,,,,33.0,73,
25000158,1610612737,Blackhawks,TCB,Tri-Cities,0,33,,,,,,44,31.0,1.419,,,,,,,,31.0,110,
25000158,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,35,,,,,,30,45.0,0.667,,,,,,,,45.0,100,
25000159,1610612738,Celtics,BOS,Boston,0,33,,,,,,34,43.0,0.791,,,,14.0,,,,22.0,100,
25000159,1610612752,Knicks,NYK,New York,0,36,,,,,,18,26.0,0.691,,,,,,,,36.0,90,
25000165,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,27,,,,,,29,37.0,0.784,,,,,,,,,83,
25000165,1610612747,Lakers,MNL,Minneapolis,0,23,,,,,,24,32.0,0.75,,,,,,,,,70,
25000164,1610610024,Bullets,BAL,Baltimore,0,24,,,,,,35,45.0,0.778,,,,,,,,,83,
25000164,1610610036,Capitols,WAS,Washington,0,28,,,,,,20,35.0,0.57,,,,,,,,,76,
25000163,1610612758,Royals,ROC,Rochester,0,31,,,,,,29,36.0,0.806,,,,,,,,25.0,91,
25000163,1610612752,Knicks,NYK,New York,0,31,,,,,,26,33.0,0.788,,,,,,,,26.0,88,
25000162,1610612755,Nationals,SYR,Syracuse,0,34,,,,,,38,48.0,0.792,,,,18.0,,,,,106,
25000162,1610612738,Celtics,BOS,Boston,0,32,,,,,,25,40.0,0.625,,,,,,,,,89,
25000161,1610612737,Blackhawks,TCB,Tri-Cities,0,38,,,,,,33,48.0,0.687,,,,,,,,38.0,109,
25000161,1610612744,Warriors,PHW,Philadelphia,0,27,,,,,,38,48.0,0.792,,,,,,,,,92,
25000166,1610610030,Olympians,INO,Indianapolis,0,30,,,,,,26,36.0,0.721,,,,,,,,,86,
25000166,1610612744,Warriors,PHW,Philadelphia,0,29,,,,,,29,34.0,0.852,,,,,,,,,87,
25000169,1610612747,Lakers,MNL,Minneapolis,0,34,,,,,,18,25.0,0.719,,,,,,,,,86,
25000169,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,23,,,,,,18,26.0,0.691,,,,,,,,,64,
25000168,1610610036,Capitols,WAS,Washington,0,28,,,,,,41,52.0,0.788,,,,,,,,,97,
25000168,1610610024,Bullets,BAL,Baltimore,0,24,,,,,,34,41.0,0.828,,,,,,,,,82,
25000167,1610612737,Blackhawks,TCB,Tri-Cities,0,33,,,,,,16,24.0,0.667,,,,,,,,,82,
25000167,1610612738,Celtics,BOS,Boston,0,29,,,,,,26,35.0,0.742,,,,,,,,,84,
25000171,1610612755,Nationals,SYR,Syracuse,0,25,,,,,,27,39.0,0.691,,,,,,,,,77,
25000171,1610612747,Lakers,MNL,Minneapolis,0,28,,,,,,24,31.0,0.774,,,,,,,,,80,
25000170,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,31,,,,,,21,29.0,0.723,,,,,,,,,83,
25000170,1610610030,Olympians,INO,Indianapolis,0,36,,,,,,22,34.0,0.647,,,,,,,,,94,
25000172,1610612744,Warriors,PHW,Philadelphia,0,32,,,,,,28,39.0,0.717,,,,,,,,,92,
25000172,1610610024,Bullets,BAL,Baltimore,0,24,,,,,,21,28.0,0.75,,,,,,,,,69,
25000173,1610612747,Lakers,MNL,Minneapolis,0,27,,,,,,15,23.0,0.652,,,,,,,,,69,
25000173,1610612738,Celtics,BOS,Boston,0,20,,,,,,14,26.0,0.538,,,,,,,,,54,
25000175,1610610036,Capitols,WAS,Washington,0,25,,,,,,32,36.0,0.889,,,,,,,,,82,
25000175,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,30,,,,,,31,37.0,0.837,,,,,,,,,91,
25000174,1610612752,Knicks,NYK,New York,0,27,73.0,0.369,,,,31,37.0,0.837,,,,21.0,,,,32.0,85,
25000174,1610612755,Nationals,SYR,Syracuse,0,30,73.0,0.41,,,,27,39.0,0.691,,,,21.0,,,,27.0,87,
25000177,1610610024,Bullets,BAL,Baltimore,0,24,69.0,0.347,,,,16,21.0,0.762,,,,21.0,,,,19.0,64,
25000177,1610612744,Warriors,PHW,Philadelphia,0,20,76.0,0.263,,,,17,23.0,0.738,,,,18.0,,,,16.0,57,
25000176,1610612758,Royals,ROC,Rochester,0,33,85.0,0.388,,,,7,12.0,0.582,,,,13.0,,,,9.0,73,
25000176,1610610030,Olympians,INO,Indianapolis,0,36,81.0,0.444,,,,12,12.0,1.0,,,,15.0,,,,13.0,84,
25000181,1610612755,Nationals,SYR,Syracuse,0,20,,,,,,33,47.0,0.701,,,,,,,,27.0,73,
25000181,1610610024,Bullets,BAL,Baltimore,0,20,,,,,,25,33.0,0.758,,,,,,,,39.0,65,
25000179,1610612737,Blackhawks,TCB,Tri-Cities,0,31,,,,,,21,30.0,0.699,,,,,,,,25.0,83,
25000179,1610610030,Olympians,INO,Indianapolis,0,28,,,,,,23,30.0,0.767,,,,,,,,21.0,79,
25000182,1610612747,Lakers,MNL,Minneapolis,0,27,,,,,,15,21.0,0.713,,,,,,,,16.0,69,
25000182,1610612758,Royals,ROC,Rochester,0,22,,,,,,13,18.0,0.721,,,,,,,,19.0,57,
25000178,1610612738,Celtics,BOS,Boston,0,27,,,,,,37,50.0,0.739,,,,,,,,24.0,91,
25000178,1610610036,Capitols,WAS,Washington,0,33,,,,,,31,40.0,0.775,,,,,,,,42.0,97,
25000180,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,24,,,,,,28,38.0,0.736,,,,,,,,21.0,76,
25000180,1610612752,Knicks,NYK,New York,0,29,,,,,,21,26.0,0.808,,,,,,,,32.0,79,
25000184,1610612752,Knicks,NYK,New York,0,29,,,,,,17,26.0,0.654,,,,,,,,19.0,75,
25000184,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,25,,,,,,20,24.0,0.832,,,,,,,,18.0,70,
25000185,1610610030,Olympians,INO,Indianapolis,0,22,,,,,,15,21.0,0.713,,,,,,,,,59,
25000185,1610612758,Royals,ROC,Rochester,0,29,,,,,,19,29.0,0.655,,,,,,,,,77,
25000183,1610610036,Capitols,WAS,Washington,0,26,,,,,,22,32.0,0.687,,,,,,,,,74,
25000183,1610612744,Warriors,PHW,Philadelphia,0,37,,,,,,28,36.0,0.778,,,,,,,,,102,
25000187,1610610024,Bullets,BAL,Baltimore,0,29,,,,,,20,24.0,0.832,,,,,,,,15.0,78,
25000187,1610612758,Royals,ROC,Rochester,0,32,,,,,,16,20.0,0.8,,,,,,,,18.0,80,
25000188,1610612747,Lakers,MNL,Minneapolis,0,23,,,,,,24,33.0,0.726,,,,,,,,23.0,70,
25000188,1610612752,Knicks,NYK,New York,0,22,,,,,,21,28.0,0.75,,,,,,,,30.0,65,
25000186,1610612737,Blackhawks,TCB,Tri-Cities,0,35,,,,,,26,39.0,0.667,,,,,,,,44.0,96,
25000186,1610612755,Nationals,SYR,Syracuse,0,27,,,,,,43,55.0,0.782,,,,,,,,33.0,97,
25000191,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,26,,,,,,32,46.0,0.695,,,,,,,,,84,
25000191,1610612755,Nationals,SYR,Syracuse,0,23,,,,,,30,37.0,0.811,,,,,,,,,76,
25000189,1610612737,Blackhawks,TCB,Tri-Cities,0,35,,,,,,39,49.0,0.796,,,,,,,,,109,
25000189,1610612747,Lakers,MNL,Minneapolis,0,36,,,,,,41,52.0,0.788,,,,,,,,,113,
25000190,1610612744,Warriors,PHW,Philadelphia,0,28,,,,,,26,32.0,0.812,,,,,,,,,82,
25000190,1610612758,Royals,ROC,Rochester,0,27,,,,,,25,30.0,0.832,,,,,,,,,79,
25000192,1610610030,Olympians,INO,Indianapolis,0,33,,,,,,15,26.0,0.576,,,,,,,,,81,
25000192,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,33,,,,,,23,33.0,0.696,,,,,,,,,89,
25000194,1610612752,Knicks,NYK,New York,0,36,81.0,0.444,,,,20,22.0,0.909,,,,27.0,,,,23.0,92,
25000194,1610610024,Bullets,BAL,Baltimore,0,30,87.0,0.344,,,,19,27.0,0.703,,,,21.0,,,,17.0,79,
25000193,1610612744,Warriors,PHW,Philadelphia,0,30,80.0,0.375,,,,27,34.0,0.794,,,,25.0,,,,35.0,87,
25000193,1610612738,Celtics,BOS,Boston,0,31,85.0,0.364,,,,35,41.0,0.853,,,,24.0,,,,27.0,97,
25000195,1610612758,Royals,ROC,Rochester,0,36,,,,,,27,34.0,0.794,,,,,,,,,99,
25000195,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,24,,,,,,30,37.0,0.811,,,,,,,,,78,
25000200,1610612755,Nationals,SYR,Syracuse,0,34,,,,,,24,46.0,0.522,,,,,,,,,92,
25000200,1610612758,Royals,ROC,Rochester,0,24,,,,,,15,26.0,0.576,,,,,,,,,63,
25000198,1610612747,Lakers,MNL,Minneapolis,0,33,,,,,,20,31.0,0.645,,,,,,,,,86,
25000198,1610610030,Olympians,INO,Indianapolis,0,30,,,,,,24,30.0,0.8,,,,,,,,,84,
25000197,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,25,,,,,,44,57.0,0.772,,,,,,,,,94,
25000197,1610612737,Blackhawks,TCB,Tri-Cities,0,25,,,,,,35,43.0,0.813,,,,,,,,,85,
25000199,1610612738,Celtics,BOS,Boston,0,34,16.0,2.125,,,,30,37.0,0.811,,,,11.0,,,,2.0,98,
25000199,1610612744,Warriors,PHW,Philadelphia,0,21,,,,,,31,41.0,0.756,,,,,,,,,73,
25000196,1610610024,Bullets,BAL,Baltimore,0,34,,,,,,25,34.0,0.734,,,,,,,,21.0,93,
25000196,1610612752,Knicks,NYK,New York,0,37,,,,,,17,28.0,0.606,,,,,,,,27.0,91,
25000202,1610610030,Olympians,INO,Indianapolis,0,31,,,,,,20,27.0,0.74,,,,,,,,,82,
25000202,1610612747,Lakers,MNL,Minneapolis,0,26,,,,,,16,26.0,0.614,,,,,,,,,68,
25000201,1610612758,Royals,ROC,Rochester,0,33,,,,,,31,46.0,0.674,,,,,,,,,97,
25000201,1610612737,Blackhawks,TCB,Tri-Cities,0,35,,,,,,19,22.0,0.863,,,,,,,,,89,
25000203,1610610024,Bullets,BAL,Baltimore,0,28,18.0,1.556,,,,25,38.0,0.658,,,,,,,,,81,
25000203,1610612737,Blackhawks,TCB,Tri-Cities,0,24,16.0,1.5,,,,22,32.0,0.687,,,,,,,,,70,
25000206,1610612744,Warriors,PHW,Philadelphia,0,42,,,,,,30,35.0,0.856,,,,,,,,,114,
25000206,1610610030,Olympians,INO,Indianapolis,0,31,,,,,,18,36.0,0.5,,,,,,,,,80,
25000207,1610612752,Knicks,NYK,New York,0,35,76.0,0.461,,,,25,29.0,0.861,,,,25.0,,,,24.0,95,
25000207,1610612747,Lakers,MNL,Minneapolis,0,26,91.0,0.285,,,,26,33.0,0.788,,,,20.0,,,,24.0,78,
25000204,1610612755,Nationals,SYR,Syracuse,0,29,12.0,2.416,,,,29,40.0,0.724,,,,,,,,,87,
25000204,1610612758,Royals,ROC,Rochester,0,29,,,,,,38,46.0,0.825,,,,,,,,,96,
25000205,1610612738,Celtics,BOS,Boston,0,39,35.0,1.114,,,,27,35.0,0.771,,,,12.0,,,,,105,
25000205,1610612737,Blackhawks,TCB,Tri-Cities,0,30,26.0,1.153,,,,25,31.0,0.806,,,,,,,,,85,
25000210,1610612747,Lakers,MNL,Minneapolis,0,36,,,,,,17,21.0,0.81,,,,,,,,,89,
25000210,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,23,,,,,,24,35.0,0.686,,,,,,,,,70,
25000209,1610612737,Blackhawks,TCB,Tri-Cities,0,29,,,,,,33,47.0,0.701,,,,,,,,,91,
25000209,1610612738,Celtics,BOS,Boston,0,26,,,,,,33,43.0,0.767,,,,,,,,,85,
25000211,1610610024,Bullets,BAL,Baltimore,0,42,,,,,,18,27.0,0.667,,,,,,,,,102,
25000211,1610610030,Olympians,INO,Indianapolis,0,23,,,,,,17,25.0,0.68,,,,,,,,,63,
25000208,1610612758,Royals,ROC,Rochester,0,29,,,,,,29,34.0,0.852,,,,,,,,,87,
25000208,1610612744,Warriors,PHW,Philadelphia,0,39,,,,,,23,33.0,0.696,,,,,,,,,101,
25000214,1610612752,Knicks,NYK,New York,0,31,77.0,0.403,,,,26,34.0,0.765,,,,26.0,,,,33.0,88,
25000214,1610612758,Royals,ROC,Rochester,0,26,82.0,0.317,,,,31,39.0,0.795,,,,18.0,,,,31.0,83,
25000212,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,40,,,,,,26,45.0,0.577,,,,,,,,,106,
25000212,1610612738,Celtics,BOS,Boston,0,39,,,,,,34,48.0,0.707,,,,,,,,,112,
25000215,1610612747,Lakers,MNL,Minneapolis,0,32,,,,,,25,38.0,0.658,,,,,,,,,89,
25000215,1610612737,Blackhawks,TCB,Tri-Cities,0,26,,,,,,30,39.0,0.769,,,,,,,,,82,
25000213,1610612755,Nationals,SYR,Syracuse,0,23,,,,,,40,56.0,0.713,,,,,,,,,86,
25000213,1610612744,Warriors,PHW,Philadelphia,0,33,,,,,,30,41.0,0.731,,,,,,,,,96,
25000219,1610612744,Warriors,PHW,Philadelphia,0,31,,,,,,26,43.0,0.604,,,,,,,,,88,
25000219,1610612737,Blackhawks,TCB,Tri-Cities,0,27,,,,,,23,33.0,0.696,,,,,,,,,77,
25000218,1610612747,Lakers,MNL,Minneapolis,0,33,13.0,2.537,,,,23,29.0,0.793,,,,,,,,,89,
25000218,1610610024,Bullets,BAL,Baltimore,0,28,,,,,,23,33.0,0.696,,,,,,,,,79,
25000216,1610612758,Royals,ROC,Rochester,0,32,,,,,,38,48.0,0.792,,,,,,,,19.0,102,
25000216,1610612752,Knicks,NYK,New York,0,36,,,,,,20,24.0,0.832,,,,,,,,35.0,92,
25000217,1610610030,Olympians,INO,Indianapolis,0,30,,,,,,19,29.0,0.655,,,,,,,,,79,
25000217,1610612738,Celtics,BOS,Boston,0,30,,,,,,23,28.0,0.82,,,,,,,,,83,
25000220,1610612752,Knicks,NYK,New York,0,32,80.0,0.4,,,,31,47.0,0.66,,,,25.0,,,,26.0,95,
25000220,1610612737,Blackhawks,TCB,Tri-Cities,0,29,95.0,0.304,,,,27,35.0,0.771,,,,21.0,,,,36.0,85,
25000221,1610610024,Bullets,BAL,Baltimore,0,27,,,,,,33,43.0,0.767,,,,,,,,,87,
25000221,1610612755,Nationals,SYR,Syracuse,0,28,,,,,,26,35.0,0.742,,,,,,,,,82,
25000223,1610612755,Nationals,SYR,Syracuse,0,47,15.0,3.133,,,,19,30.0,0.633,,,,5.0,,,,,113,
25000223,1610612737,Blackhawks,TCB,Tri-Cities,0,31,,,,,,25,39.0,0.641,,,,,,,,,87,
25000224,1610612744,Warriors,PHW,Philadelphia,0,26,,,,,,19,25.0,0.76,,,,,,,,,71,
25000224,1610612747,Lakers,MNL,Minneapolis,0,34,,,,,,22,28.0,0.786,,,,,,,,,90,
25000222,1610612738,Celtics,BOS,Boston,0,34,,,,,,31,44.0,0.704,,,,,,,,,99,
25000222,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,36,,,,,,25,32.0,0.781,,,,,,,,,97,
25000225,1610610030,Olympians,INO,Indianapolis,0,26,,,,,,26,33.0,0.788,,,,,,,,,78,
25000225,1610612744,Warriors,PHW,Philadelphia,0,24,,,,,,27,36.0,0.75,,,,,,,,,75,
25000228,1610612758,Royals,ROC,Rochester,0,26,,,,,,33,39.0,0.845,,,,,,,,,85,
25000228,1610612755,Nationals,SYR,Syracuse,0,33,,,,,,17,20.0,0.849,,,,,,,,,83,
25000227,1610612737,Blackhawks,TCB,Tri-Cities,0,33,,,,,,20,31.0,0.645,,,,,,,,,86,
25000227,1610612744,Warriors,PHW,Philadelphia,0,32,,,,,,32,43.0,0.743,,,,,,,,,96,
25000226,1610610024,Bullets,BAL,Baltimore,0,32,,,,,,33,46.0,0.716,,,,,,,,,97,
25000226,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,32,,,,,,27,35.0,0.771,,,,,,,,,91,
25000229,1610612752,Knicks,NYK,New York,0,25,74.0,0.338,,,,26,36.0,0.721,,,,20.0,,,,22.0,76,
25000229,1610612738,Celtics,BOS,Boston,0,33,86.0,0.384,,,,9,23.0,0.391,,,,26.0,,,,31.0,75,
25000231,1610612755,Nationals,SYR,Syracuse,0,34,,,,,,36,48.0,0.75,,,,4.0,,,,,104,
25000231,1610612738,Celtics,BOS,Boston,0,29,,,,,,25,29.0,0.861,,,,,,,,,83,
25000230,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,34,,,,,,25,33.0,0.758,,,,,,,,,93,
25000230,1610612758,Royals,ROC,Rochester,0,32,,,,,,24,35.0,0.686,,,,,,,,,88,
25000232,1610612747,Lakers,MNL,Minneapolis,0,42,,,,,,17,24.0,0.707,,,,,,,,,101,
25000232,1610610030,Olympians,INO,Indianapolis,0,23,,,,,,29,38.0,0.763,,,,,,,,,75,
25000233,1610610030,Olympians,INO,Indianapolis,0,34,,,,,,19,23.0,0.825,,,,,,,,,87,
25000233,1610612737,Blackhawks,TCB,Tri-Cities,0,32,,,,,,21,28.0,0.75,,,,,,,,,85,
25000234,1610612758,Royals,ROC,Rochester,0,37,,,,,,21,29.0,0.723,,,,,,,,,95,
25000234,1610610024,Bullets,BAL,Baltimore,0,35,,,,,,20,27.0,0.74,,,,,,,,,90,
25000235,1610612738,Celtics,BOS,Boston,0,30,,,,,,36,46.0,0.783,,,,,,,,,96,
25000235,1610612755,Nationals,SYR,Syracuse,0,28,,,,,,31,36.0,0.86,,,,,,,,,87,
25000239,1610610030,Olympians,INO,Indianapolis,0,27,,,,,,14,20.0,0.699,,,,,,,,,68,
25000239,1610612758,Royals,ROC,Rochester,0,23,,,,,,17,22.0,0.773,,,,,,,,,63,
25000238,1610612752,Knicks,NYK,New York,0,36,85.0,0.423,,,,17,18.0,0.943,,,,33.0,,,,28.0,89,
25000238,1610610024,Bullets,BAL,Baltimore,0,26,85.0,0.305,,,,25,34.0,0.734,,,,17.0,,,,15.0,77,
25000236,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,29,,,,,,33,46.0,0.716,,,,,,,,,91,
25000236,1610612744,Warriors,PHW,Philadelphia,0,28,,,,,,28,38.0,0.736,,,,,,,,,84,
25000237,1610612747,Lakers,MNL,Minneapolis,0,44,21.0,2.095,,,,18,21.0,0.856,,,,,,,,,106,
25000237,1610612737,Blackhawks,TCB,Tri-Cities,0,30,,,,,,18,23.0,0.783,,,,,,,,,78,
25000241,1610612755,Nationals,SYR,Syracuse,0,29,,,,,,32,45.0,0.71,,,,,,,,38.0,90,
25000241,1610612752,Knicks,NYK,New York,0,29,,,,,,35,46.0,0.761,,,,,,,,37.0,93,
25000242,1610612744,Warriors,PHW,Philadelphia,0,33,,,,,,16,24.0,0.667,,,,,,,,,82,
25000242,1610612738,Celtics,BOS,Boston,0,32,,,,,,16,28.0,0.57,,,,,,,,,80,
25000240,1610612737,Blackhawks,TCB,Tri-Cities,0,32,,,,,,45,55.0,0.817,,,,,,,,,109,
25000240,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,41,,,,,,20,31.0,0.645,,,,14.0,,,,,102,
25000243,1610612738,Celtics,BOS,Boston,0,32,17.0,1.881,,,,32,38.0,0.841,,,,,,,,,96,
25000243,1610612755,Nationals,SYR,Syracuse,0,25,,,,,,40,47.0,0.85,,,,,,,,,90,
25000245,1610610024,Bullets,BAL,Baltimore,0,27,,,,,,18,22.0,0.817,,,,,,,,18.0,72,
25000245,1610612752,Knicks,NYK,New York,0,34,,,,,,15,22.0,0.682,,,,,,,,15.0,83,
25000244,1610610030,Olympians,INO,Indianapolis,0,34,,,,,,16,23.0,0.695,,,,,,,,,84,
25000244,1610612747,Lakers,MNL,Minneapolis,0,34,32.0,1.062,,,,21,27.0,0.778,,,,,,,,,89,
25000246,1610612758,Royals,ROC,Rochester,0,23,,,,,,19,24.0,0.792,,,,,,,,,65,
25000246,1610612744,Warriors,PHW,Philadelphia,0,22,,,,,,17,23.0,0.738,,,,,,,,,61,
25000248,1610612747,Lakers,MNL,Minneapolis,0,38,,,,,,22,38.0,0.578,,,,,,,,,98,
25000248,1610612738,Celtics,BOS,Boston,0,29,,,,,,26,36.0,0.721,,,,,,,,,84,
25000247,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,29,,,,,,37,42.0,0.881,,,,,,,,,95,
25000247,1610610024,Bullets,BAL,Baltimore,0,43,,,,,,22,31.0,0.709,,,,,,,,,108,
25000249,1610612752,Knicks,NYK,New York,0,33,79.0,0.417,,,,17,24.0,0.707,,,,27.0,,,,17.0,83,
25000249,1610610030,Olympians,INO,Indianapolis,0,43,90.0,0.477,,,,19,23.0,0.825,,,,29.0,,,,19.0,105,
25000251,1610612755,Nationals,SYR,Syracuse,0,24,,,,,,30,48.0,0.625,,,,,,,,,78,
25000251,1610612744,Warriors,PHW,Philadelphia,0,26,,,,,,21,30.0,0.699,,,,,,,,,73,
25000250,1610612737,Blackhawks,TCB,Tri-Cities,0,32,,,,,,20,27.0,0.74,,,,,,,,,84,
25000250,1610612758,Royals,ROC,Rochester,0,28,,,,,,25,33.0,0.758,,,,,,,,,81,
25000252,1610612738,Celtics,BOS,Boston,0,25,,,,,,20,31.0,0.645,,,,,,,,,70,
25000252,1610610030,Olympians,INO,Indianapolis,0,24,,,,,,9,14.0,0.643,,,,,,,,,57,
25000254,1610612744,Warriors,PHW,Philadelphia,0,34,12.0,2.833,,,,29,30.0,0.966,,,,15.0,,,,4.0,97,
25000254,1610612737,Blackhawks,TCB,Tri-Cities,0,30,,,,,,17,27.0,0.63,,,,,,,,,77,
25000255,1610610030,Olympians,INO,Indianapolis,0,28,,,,,,22,27.0,0.814,,,,,,,,,78,
25000255,1610612758,Royals,ROC,Rochester,0,27,,,,,,22,31.0,0.709,,,,,,,,,76,
25000253,1610612752,Knicks,NYK,New York,0,31,17.0,1.824,,,,29,39.0,0.743,,,,,,,,24.0,91,
25000253,1610610024,Bullets,BAL,Baltimore,0,28,,,,,,26,29.0,0.897,,,,,,,,30.0,82,
25000257,1610612755,Nationals,SYR,Syracuse,0,25,,,,,,32,47.0,0.681,,,,,,,,,82,
25000257,1610610024,Bullets,BAL,Baltimore,0,35,,,,,,32,44.0,0.726,,,,,,,,,102,
25000256,1610612765,Pistons,FTW,Ft. Wayne Zollner,0,34,,,,,,33,41.0,0.805,,,,,,,,27.0,101,
25000256,1610612747,Lakers,MNL,Minneapolis,0,29,,,,,,28,32.0,0.875,,,,,,,,28.0,86,
25000261,1610612747,Lakers,MNL,Minneapolis,0,28,32.0,0.875,,,,13,18.0,0.721,,,,,,,,,69,
25000261,1610612758,Royals,ROC,Rochester,0,18,,,,,,22,32.0,0.687,,,,,,,,,58,
25000259,1610612744,Warriors,PHW,Philadelphia,0,33,99.0,0.333,,,,20,27.0,0.74,,,,29.0,,,,13.0,86,
25000259,1610610024,Bullets,BAL,Baltimore,0,32,99.0,0.323,,,,11,15.0,0.732,,,,24.0,,,,22.0,75,
25000258,1610612755,Nationals,SYR,Syracuse,0,34,,,,,,28,40.0,0.699,,,,13.0,,,,25.0,96,
25000258,1610612752,Knicks,NYK,New York,0,29,,,,,,25,35.0,0.713,,,,,,,,36.0,83,
25000260,1610612738,Celtics,BOS,Boston,0,29,,,,,,27,38.0,0.71,,,,,,,,,85,
25000260,1610612737,Blackhawks,TCB,Tri-Cities,0,26,,,,,,18,26.0,0.691,,,,,,,,,70,
25000262,1610612758,Royals,ROC,Rochester,0,37,,,,,,24,33.0,0.726,,,,,,,,,98,
25000262,1610612737,Blackhawks,TCB,Tri-Cities,0,33,,,,,,24,26.0,0.923,,,,,,,,,90,
25000264,1610610024,Bullets,BAL,Baltimore,0,28,,,,,,25,30.0,0.832,,,,,,,,,81,
25000264,1610612738,Celtics,BOS,Boston,0,27,,,,,,22,28.0,0.786,,,,,,,,,76,
25000265,1610612752,Knicks,NYK,New York,0,27,90.0,0.299,,,,19,26.0,0.73,,,,21.0,,,,18.0,73,
