GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
24600001,1610610035,Huskies,HUS,Toronto,0,25,,,,,,16,29.0,0.552,,,,0.0,,,,25.0,66,
24600001,1610612752,Knicks,NYK,New York,0,24,,,,,,20,26.0,0.769,,,,,,,,23.0,68,
24600003,1610610034,Bombers,BOM,St. Louis,0,20,59.0,0.339,,,,16,,,,,,,,,,21.0,56,
24600003,1610610031,Ironmen,PIT,Pittsburgh,0,16,72.0,0.222,,,,19,0.0,0.0,,,,0.0,,,,25.0,51,
24600004,1610610025,Stags,CHS,Chicago,0,21,,,,,,21,0.0,0.0,,,,0.0,,,,20.0,63,
24600004,1610612752,Knicks,NYK,New York,0,16,,,,,,15,,,,,,,,,,21.0,47,
24600002,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,17,,,,,,,,,,,59,
24600002,1610612738,Celtics,BOS,Boston,0,21,,,,,,11,,,,,,,,,,,53,
24600005,1610610028,Falcons,DEF,Detroit,0,10,,,,,,13,,,,,,,,,,,33,
24600005,1610610036,Capitols,WAS,Washington,0,18,,,,,,14,,,,,,0.0,,,,,50,
24600006,1610610026,Rebels,CLR,Cleveland,0,24,,,,,,23,35.0,0.657,,,,,,,,23.0,71,
24600006,1610610035,Huskies,HUS,Toronto,0,21,,,,,,18,27.0,0.667,,,,0.0,,,,28.0,60,
24600007,1610610031,Ironmen,PIT,Pittsburgh,0,19,,,,,,18,0.0,0.0,,,,0.0,,,,,56,
24600007,1610610036,Capitols,WAS,Washington,0,22,,,,,,27,,,,,,0.0,,,,,71,
24600009,1610610028,Falcons,DEF,Detroit,0,18,,,,,,13,,,,,,,,,,,49,
24600009,1610610034,Bombers,BOM,St. Louis,0,20,,,,,,13,,,,,,,,,,,53,
24600008,1610612738,Celtics,BOS,Boston,0,23,,,,,,9,17.0,0.529,,,,,,,,,55,
24600008,1610610025,Stags,CHS,Chicago,0,24,,,,,,9,23.0,0.391,,,,0.0,,,,0.0,57,
24600010,1610612744,Warriors,PHW,Philadelphia,0,28,,,,,,25,39.0,0.641,,,,0.0,,,,24.0,81,
24600010,1610610031,Ironmen,PIT,Pittsburgh,0,29,,,,,,17,28.0,0.606,,,,0.0,,,,35.0,75,
24600011,1610610032,Steamrollers,PRO,Providence,0,31,,,,,,11,18.0,0.61,,,,,,,,20.0,73,
24600011,1610610025,Stags,CHS,Chicago,0,27,,,,,,11,24.0,0.458,,,,0.0,,,,14.0,65,
24600012,1610610034,Bombers,BOM,St. Louis,0,25,104.0,0.239,,,,13,20.0,0.65,,,,,,,,21.0,63,
24600012,1610612752,Knicks,NYK,New York,0,27,90.0,0.299,,,,16,23.0,0.695,,,,,,,,16.0,70,
24600013,1610610035,Huskies,HUS,Toronto,0,31,,,,,,11,26.0,0.422,,,,0.0,,,,21.0,73,
24600013,1610610028,Falcons,DEF,Detroit,0,28,,,,,,15,23.0,0.652,,,,,,,,15.0,71,
24600017,1610610028,Falcons,DEF,Detroit,0,26,,,,,,17,,,,,,,,,,,69,
24600017,1610612738,Celtics,BOS,Boston,0,15,,,,,,16,,,,,,,,,,,46,
24600015,1610610032,Steamrollers,PRO,Providence,0,22,0.0,0.0,,,,32,,,,,,0.0,,,,,76,
24600015,1610610031,Ironmen,PIT,Pittsburgh,0,25,,,,,,16,0.0,0.0,,,,0.0,,,,,66,
24600014,1610610034,Bombers,BOM,St. Louis,0,28,,,,,,14,,,,,,,,,,36.0,70,
24600014,1610610036,Capitols,WAS,Washington,0,19,,,,,,31,,,,,,,,,,26.0,69,
24600016,1610610025,Stags,CHS,Chicago,0,22,,,,,,18,28.0,0.643,,,,0.0,,,,22.0,62,
24600016,1610610035,Huskies,HUS,Toronto,0,17,,,,,,16,28.0,0.57,,,,0.0,,,,23.0,50,
24600018,1610610026,Rebels,CLR,Cleveland,0,42,,,,,,8,17.0,0.47,,,,,,,,,92,
24600018,1610610036,Capitols,WAS,Washington,0,24,,,,,,20,34.0,0.587,,,,,,,,,68,
24600019,1610610031,Ironmen,PIT,Pittsburgh,0,29,,,,,,26,35.0,0.742,,,,0.0,,,,32.0,84,
24600019,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,29,42.0,0.689,,,,0.0,,,,28.0,71,
24600020,1610612752,Knicks,NYK,New York,0,28,,,,,,17,29.0,0.585,,,,,,,,26.0,73,
24600020,1610610025,Stags,CHS,Chicago,0,30,,,,,,18,30.0,0.599,,,,,,,,21.0,78,
24600021,1610610028,Falcons,DEF,Detroit,0,24,,,,,,20,,,,,,,,,,,68,
24600021,1610610032,Steamrollers,PRO,Providence,0,27,0.0,0.0,,,,16,,,,,,0.0,,,,,70,
24600022,1610610025,Stags,CHS,Chicago,0,29,,,,,,13,0.0,0.0,,,,0.0,,,,21.0,71,
24600022,1610612738,Celtics,BOS,Boston,0,22,,,,,,17,,,,,,,,,,15.0,61,
24600023,1610612744,Warriors,PHW,Philadelphia,0,26,,,,,,16,21.0,0.762,,,,0.0,,,,21.0,68,
24600023,1610610036,Capitols,WAS,Washington,0,25,,,,,,15,24.0,0.625,,,,0.0,,,,19.0,65,
24600024,1610610034,Bombers,BOM,St. Louis,0,29,,,,,,6,,,,,,,,,,,64,
24600024,1610612738,Celtics,BOS,Boston,0,24,,,,,,14,,,,,,,,,,,62,
24600025,1610610035,Huskies,HUS,Toronto,0,32,,,,,,21,28.0,0.75,,,,0.0,,,,22.0,85,
24600025,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,26,34.0,0.765,,,,0.0,,,,22.0,68,
24600030,1610612738,Celtics,BOS,Boston,0,18,,,,,,17,,,,,,,,,,,53,
24600030,1610610035,Huskies,HUS,Toronto,0,16,,,,,,17,,,,,,,,,,,49,
24600027,1610610025,Stags,CHS,Chicago,0,21,,,,,,23,,,,,,0.0,,,,24.0,65,
24600027,1610610036,Capitols,WAS,Washington,0,27,,,,,,19,,,,,,0.0,,,,31.0,73,
24600029,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,17,,,,,,,,,,,59,
24600029,1610610028,Falcons,DEF,Detroit,0,28,,,,,,14,,,,,,,,,,,70,
24600028,1610612752,Knicks,NYK,New York,0,23,,,,,,18,,,,,,,,,,,65,
24600028,1610610031,Ironmen,PIT,Pittsburgh,0,20,,,,,,22,,,,,,0.0,,,,,62,
24600026,1610610034,Bombers,BOM,St. Louis,0,35,138.0,0.254,,,,13,22.0,0.59,,,,,,,,16.0,83,
24600026,1610610026,Rebels,CLR,Cleveland,0,29,129.0,0.225,,,,16,24.0,0.667,,,,,,,,23.0,74,
24600031,1610610026,Rebels,CLR,Cleveland,0,32,,,,,,12,14.0,0.856,,,,,,,,21.0,76,
24600031,1610610025,Stags,CHS,Chicago,0,30,,,,,,18,24.0,0.75,,,,,,,,17.0,78,
24600032,1610612752,Knicks,NYK,New York,0,25,,,,,,11,,,,,,,,,,,61,
24600032,1610610028,Falcons,DEF,Detroit,0,22,,,,,,13,,,,,,,,,,,57,
24600033,1610610031,Ironmen,PIT,Pittsburgh,0,23,,,,,,8,,,,,,0.0,,,,,54,
24600033,1610610035,Huskies,HUS,Toronto,0,17,,,,,,14,,,,,,,,,,,48,
24600035,1610612744,Warriors,PHW,Philadelphia,0,25,,,,,,13,20.0,0.65,,,,,,,,17.0,63,
24600035,1610610034,Bombers,BOM,St. Louis,0,27,,,,,,12,19.0,0.632,,,,,,,,19.0,66,
24600034,1610610035,Huskies,HUS,Toronto,0,29,,,,,,14,21.0,0.667,,,,,,,,18.0,72,
24600034,1610610026,Rebels,CLR,Cleveland,0,31,,,,,,12,22.0,0.545,,,,,,,,18.0,74,
24600038,1610610036,Capitols,WAS,Washington,0,23,,,,,,8,,,,,,,,,,,54,
24600038,1610610034,Bombers,BOM,St. Louis,0,22,,,,,,7,,,,,,,,,,,51,
24600037,1610610028,Falcons,DEF,Detroit,0,22,,,,,,9,15.0,0.599,,,,,,,,11.0,53,
24600037,1610610031,Ironmen,PIT,Pittsburgh,0,22,,,,,,10,13.0,0.769,,,,0.0,,,,14.0,54,
24600036,1610612752,Knicks,NYK,New York,0,26,,,,,,20,30.0,0.667,,,,,,,,18.0,72,
24600036,1610610025,Stags,CHS,Chicago,0,27,,,,,,15,24.0,0.625,,,,0.0,,,,26.0,69,
24600041,1610612738,Celtics,BOS,Boston,0,22,,,,,,9,13.0,0.691,,,,,,,,11.0,53,
24600041,1610610034,Bombers,BOM,St. Louis,0,27,,,,,,11,13.0,0.845,,,,,,,,10.0,65,
24600039,1610612744,Warriors,PHW,Philadelphia,0,23,,,,,,17,27.0,0.63,,,,,,,,12.0,63,
24600039,1610610025,Stags,CHS,Chicago,0,27,,,,,,11,15.0,0.732,,,,,,,,23.0,65,
24600040,1610610032,Steamrollers,PRO,Providence,0,22,,,,,,14,20.0,0.699,,,,,,,,19.0,58,
24600040,1610610036,Capitols,WAS,Washington,0,25,,,,,,16,24.0,0.667,,,,0.0,,,,19.0,66,
24600042,1610610035,Huskies,HUS,Toronto,0,26,,,,,,31,,,,,,,,,,,83,
24600042,1610612738,Celtics,BOS,Boston,0,29,,,,,,24,,,,,,,,,,,82,
24600045,1610610036,Capitols,WAS,Washington,0,27,,,,,,20,,,,,,,,,,,74,
24600045,1610610035,Huskies,HUS,Toronto,0,19,,,,,,12,,,,,,,,,,,50,
24600044,1610610032,Steamrollers,PRO,Providence,0,22,,,,,,15,21.0,0.713,,,,,,,,15.0,59,
24600044,1610610034,Bombers,BOM,St. Louis,0,27,,,,,,11,17.0,0.647,,,,,,,,19.0,65,
24600046,1610610028,Falcons,DEF,Detroit,0,22,,,,,,10,,,,,,,,,,,54,
24600046,1610612738,Celtics,BOS,Boston,0,18,,,,,,10,,,,,,,,,,,46,
24600043,1610612752,Knicks,NYK,New York,0,34,,,,,,14,29.0,0.482,,,,,,,,,82,
24600043,1610610026,Rebels,CLR,Cleveland,0,32,,,,,,12,22.0,0.545,,,,,,,,,76,
24600048,1610610025,Stags,CHS,Chicago,0,18,,,,,,19,29.0,0.655,,,,0.0,,,,23.0,55,
24600048,1610610028,Falcons,DEF,Detroit,0,27,,,,,,14,24.0,0.582,,,,,,,,26.0,68,
24600047,1610610026,Rebels,CLR,Cleveland,0,27,,,,,,8,20.0,0.4,,,,,,,,18.0,62,
24600047,1610610031,Ironmen,PIT,Pittsburgh,0,24,,,,,,12,20.0,0.599,,,,0.0,,,,16.0,60,
24600050,1610610031,Ironmen,PIT,Pittsburgh,0,16,,,,,,14,25.0,0.56,,,,0.0,,,,24.0,46,
24600050,1610612752,Knicks,NYK,New York,0,22,,,,,,23,30.0,0.767,,,,,,,,25.0,67,
24600049,1610612738,Celtics,BOS,Boston,0,24,,,,,,11,,,,,,,,,,,59,
24600049,1610610032,Steamrollers,PRO,Providence,0,31,,,,,,9,,,,,,0.0,,,,,71,
24600051,1610610035,Huskies,HUS,Toronto,0,24,,,,,,20,27.0,0.74,,,,,,,,,68,
24600051,1610610036,Capitols,WAS,Washington,0,28,,,,,,22,29.0,0.759,,,,,,,,,78,
24600052,1610612744,Warriors,PHW,Philadelphia,0,26,,,,,,14,,,,,,0.0,,,,,66,
24600052,1610612738,Celtics,BOS,Boston,0,25,,,,,,16,,,,,,,,,,,66,
24600053,1610610028,Falcons,DEF,Detroit,0,27,,,,,,12,,,,,,,,,,,66,
24600053,1610610026,Rebels,CLR,Cleveland,0,20,,,,,,6,,,,,,,,,,,46,
24600055,1610610031,Ironmen,PIT,Pittsburgh,0,20,,,,,,22,33.0,0.667,,,,,,,,22.0,62,
24600055,1610610026,Rebels,CLR,Cleveland,0,19,,,,,,22,33.0,0.667,,,,,,,,26.0,60,
24600054,1610610036,Capitols,WAS,Washington,0,29,,,,,,17,22.0,0.773,,,,,,,,14.0,75,
24600054,1610610025,Stags,CHS,Chicago,0,27,,,,,,13,17.0,0.765,,,,0.0,,,,19.0,67,
24600056,1610612752,Knicks,NYK,New York,0,23,,,,,,21,30.0,0.699,,,,,,,,21.0,67,
24600056,1610610034,Bombers,BOM,St. Louis,0,23,,,,,,14,25.0,0.56,,,,,,,,27.0,60,
24600059,1610612738,Celtics,BOS,Boston,0,22,,,,,,15,30.0,0.5,,,,,,,,17.0,59,
24600059,1610610031,Ironmen,PIT,Pittsburgh,0,19,,,,,,17,25.0,0.68,,,,,,,,26.0,55,
24600057,1610610025,Stags,CHS,Chicago,0,26,,,,,,20,22.0,0.909,,,,0.0,,,,21.0,72,
24600057,1610610034,Bombers,BOM,St. Louis,0,28,,,,,,19,22.0,0.863,,,,,,,,21.0,75,
24600060,1610612744,Warriors,PHW,Philadelphia,0,21,,,,,,13,24.0,0.542,,,,0.0,,,,19.0,55,
24600060,1610610028,Falcons,DEF,Detroit,0,25,,,,,,18,22.0,0.817,,,,,,,,18.0,68,
24600058,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,16,,,,,,0.0,,,,,58,
24600058,1610612752,Knicks,NYK,New York,0,26,,,,,,10,,,,,,,,,,,62,
24600061,1610610035,Huskies,HUS,Toronto,0,27,,,,,,18,25.0,0.719,,,,0.0,,,,23.0,72,
24600061,1610610026,Rebels,CLR,Cleveland,0,33,,,,,,21,28.0,0.75,,,,,,,,23.0,87,
24600062,1610610032,Steamrollers,PRO,Providence,0,35,,,,,,9,,,,,,0.0,,,,,79,
24600062,1610610035,Huskies,HUS,Toronto,0,29,,,,,,7,,,,,,,,,,,65,
24600064,1610610034,Bombers,BOM,St. Louis,0,23,85.0,0.271,,,,14,22.0,0.636,,,,,,,,20.0,60,
24600064,1610610028,Falcons,DEF,Detroit,0,21,83.0,0.253,,,,15,23.0,0.652,,,,,,,,20.0,57,
24600063,1610612752,Knicks,NYK,New York,0,26,,,,,,12,,,,,,,,,,,64,
24600063,1610612744,Warriors,PHW,Philadelphia,0,22,,,,,,16,,,,,,,,,,,60,
24600065,1610610036,Capitols,WAS,Washington,0,16,,,,,,17,26.0,0.654,,,,,,,,19.0,49,
24600065,1610610031,Ironmen,PIT,Pittsburgh,0,13,,,,,,14,25.0,0.56,,,,,,,,20.0,40,
24600066,1610610025,Stags,CHS,Chicago,0,25,,,,,,16,25.0,0.64,,,,0.0,,,,17.0,66,
24600066,1610612738,Celtics,BOS,Boston,0,21,,,,,,14,20.0,0.699,,,,,,,,21.0,56,
24600067,1610610026,Rebels,CLR,Cleveland,0,16,,,,,,17,22.0,0.773,,,,,,,,15.0,49,
24600067,1610610028,Falcons,DEF,Detroit,0,19,,,,,,9,18.0,0.5,,,,,,,,20.0,47,
24600068,1610610031,Ironmen,PIT,Pittsburgh,0,17,,,,,,10,17.0,0.587,,,,,,,,,44,
24600068,1610612738,Celtics,BOS,Boston,0,17,,,,,,12,21.0,0.57,,,,,,,,,46,
24600069,1610612744,Warriors,PHW,Philadelphia,0,33,50.0,0.66,,,,10,16.0,0.625,,,,,,,,10.0,76,
24600069,1610610032,Steamrollers,PRO,Providence,0,29,,,,,,10,11.0,0.909,,,,,,,,12.0,68,
24600071,1610612752,Knicks,NYK,New York,0,30,,,,,,14,23.0,0.608,,,,,,,,17.0,74,
24600071,1610610028,Falcons,DEF,Detroit,0,23,,,,,,11,19.0,0.578,,,,,,,,18.0,57,
24600072,1610610031,Ironmen,PIT,Pittsburgh,0,16,,,,,,14,24.0,0.582,,,,0.0,,,,20.0,46,
24600072,1610610025,Stags,CHS,Chicago,0,26,,,,,,15,22.0,0.682,,,,0.0,,,,22.0,67,
24600070,1610610036,Capitols,WAS,Washington,0,34,,,,,,12,19.0,0.632,,,,0.0,,,,16.0,80,
24600070,1610610032,Steamrollers,PRO,Providence,0,26,,,,,,10,20.0,0.5,,,,,,,,17.0,62,
24600073,1610610025,Stags,CHS,Chicago,0,23,,,,,,15,22.0,0.682,,,,0.0,,,,28.0,61,
24600073,1610610035,Huskies,HUS,Toronto,0,26,,,,,,13,28.0,0.464,,,,,,,,16.0,65,
24600075,1610610034,Bombers,BOM,St. Louis,0,24,89.0,0.27,,,,18,36.0,0.5,,,,,,,,21.0,66,
24600075,1610610031,Ironmen,PIT,Pittsburgh,0,19,76.0,0.25,,,,17,26.0,0.654,,,,0.0,,,,29.0,55,
24600074,1610612738,Celtics,BOS,Boston,0,24,,,,,,13,,,,,,,,,,,61,
24600074,1610610028,Falcons,DEF,Detroit,0,25,,,,,,15,,,,,,,,,,,65,
24600076,1610612744,Warriors,PHW,Philadelphia,0,22,,,,,,18,,,,,,0.0,,,,,62,
24600076,1610612752,Knicks,NYK,New York,0,21,,,,,,9,,,,,,,,,,,51,
24600078,1610612738,Celtics,BOS,Boston,0,25,1.0,25.0,,,,15,0.0,0.0,,,,0.0,,,,1.0,65,
24600078,1610612752,Knicks,NYK,New York,0,40,,,,,,14,,,,,,,,,,,94,
24600079,1610610036,Capitols,WAS,Washington,0,32,,,,,,11,17.0,0.647,,,,,,,,17.0,75,
24600079,1610610028,Falcons,DEF,Detroit,0,24,,,,,,16,22.0,0.726,,,,,,,,18.0,64,
24600077,1610610025,Stags,CHS,Chicago,0,38,,,,,,18,28.0,0.643,,,,0.0,,,,24.0,94,
24600077,1610610026,Rebels,CLR,Cleveland,0,28,,,,,,22,30.0,0.732,,,,,,,,23.0,78,
24600080,1610610032,Steamrollers,PRO,Providence,0,20,,,,,,19,35.0,0.543,,,,,,,,21.0,59,
24600080,1610610035,Huskies,HUS,Toronto,0,25,,,,,,18,23.0,0.783,,,,,,,,29.0,68,
24600081,1610610034,Bombers,BOM,St. Louis,0,18,104.0,0.172,,,,11,17.0,0.647,,,,,,,,21.0,47,
24600081,1610612744,Warriors,PHW,Philadelphia,0,21,74.0,0.283,,,,15,22.0,0.682,,,,0.0,,,,15.0,57,
24600082,1610610026,Rebels,CLR,Cleveland,0,28,,,,,,16,19.0,0.841,,,,,,,,17.0,72,
24600082,1610612744,Warriors,PHW,Philadelphia,0,25,,,,,,16,21.0,0.762,,,,,,,,14.0,66,
24600083,1610612752,Knicks,NYK,New York,0,25,,,,,,12,19.0,0.632,,,,,,,,15.0,62,
24600083,1610612738,Celtics,BOS,Boston,0,18,,,,,,8,16.0,0.5,,,,,,,,14.0,44,
24600084,1610610031,Ironmen,PIT,Pittsburgh,0,25,,,,,,8,,,,,,0.0,,,,,58,
24600084,1610610028,Falcons,DEF,Detroit,0,22,,,,,,22,,,,,,,,,,,66,
24600085,1610610035,Huskies,HUS,Toronto,0,30,,,,,,13,21.0,0.618,,,,,,,,20.0,73,
24600085,1610612744,Warriors,PHW,Philadelphia,0,34,,,,,,17,26.0,0.654,,,,0.0,,,,16.0,85,
24600086,1610610026,Rebels,CLR,Cleveland,0,22,,,,,,17,23.0,0.738,,,,,,,,17.0,61,
24600086,1610610034,Bombers,BOM,St. Louis,0,26,,,,,,10,16.0,0.625,,,,,,,,25.0,62,
24600087,1610610025,Stags,CHS,Chicago,0,36,,,,,,16,23.0,0.695,,,,0.0,,,,29.0,88,
24600087,1610610026,Rebels,CLR,Cleveland,0,29,,,,,,21,35.0,0.599,,,,,,,,22.0,79,
24600088,1610612752,Knicks,NYK,New York,0,31,,,,,,21,,,,,,6.0,,,,,83,
24600088,1610610032,Steamrollers,PRO,Providence,0,24,,,,,,20,,,,,,5.0,,,,,68,
24600089,1610610036,Capitols,WAS,Washington,0,29,,,,,,23,29.0,0.793,,,,0.0,,,,17.0,81,
24600089,1610610028,Falcons,DEF,Detroit,0,27,,,,,,12,20.0,0.599,,,,,,,,20.0,66,
24600092,1610612744,Warriors,PHW,Philadelphia,0,19,,,,,,11,18.0,0.61,,,,0.0,,,,9.0,49,
24600092,1610610036,Capitols,WAS,Washington,0,28,,,,,,8,13.0,0.614,,,,,,,,13.0,64,
24600090,1610610034,Bombers,BOM,St. Louis,0,25,,,,,,18,,,,,,,,,,19.0,68,
24600090,1610610025,Stags,CHS,Chicago,0,37,,,,,,14,,,,,,0.0,,,,25.0,88,
24600091,1610612738,Celtics,BOS,Boston,0,29,,,,,,15,,,,,,0.0,,,,,73,
24600091,1610610028,Falcons,DEF,Detroit,0,24,,,,,,18,,,,,,,,,,,66,
24600093,1610610035,Huskies,HUS,Toronto,0,22,,,,,,8,15.0,0.533,,,,,,,,15.0,52,
24600093,1610610031,Ironmen,PIT,Pittsburgh,0,26,,,,,,10,17.0,0.587,,,,,,,,14.0,62,
24600096,1610610036,Capitols,WAS,Washington,0,26,,,,,,20,21.0,0.951,,,,,,,,21.0,72,
24600096,1610610026,Rebels,CLR,Cleveland,0,17,,,,,,18,24.0,0.75,,,,,,,,21.0,52,
24600095,1610612738,Celtics,BOS,Boston,0,33,,,,,,11,,,,,,0.0,,,,,77,
24600095,1610612744,Warriors,PHW,Philadelphia,0,24,,,,,,17,,,,,,0.0,,,,,65,
24600094,1610610032,Steamrollers,PRO,Providence,0,33,,,,,,15,,,,,,0.0,,,,,81,
24600094,1610610028,Falcons,DEF,Detroit,0,24,,,,,,18,,,,,,,,,,,66,
24600097,1610610025,Stags,CHS,Chicago,0,29,,,,,,26,39.0,0.667,,,,0.0,,,,31.0,84,
24600097,1610610031,Ironmen,PIT,Pittsburgh,0,26,,,,,,23,38.0,0.604,,,,0.0,,,,34.0,75,
24600098,1610610026,Rebels,CLR,Cleveland,0,27,,,,,,16,21.0,0.762,,,,,,,,15.0,70,
24600098,1610612752,Knicks,NYK,New York,0,19,,,,,,14,24.0,0.582,,,,,,,,19.0,52,
24600099,1610610034,Bombers,BOM,St. Louis,0,15,87.0,0.171,,,,16,24.0,0.667,,,,,,,,16.0,46,
24600099,1610610035,Huskies,HUS,Toronto,0,19,83.0,0.229,,,,12,20.0,0.599,,,,,,,,22.0,50,
24600100,1610610031,Ironmen,PIT,Pittsburgh,0,20,,,,,,15,26.0,0.576,,,,0.0,,,,22.0,55,
24600100,1610610034,Bombers,BOM,St. Louis,0,26,,,,,,14,30.0,0.467,,,,,,,,21.0,66,
24600102,1610612744,Warriors,PHW,Philadelphia,0,23,,,,,,11,22.0,0.5,,,,,,,,12.0,57,
24600102,1610610028,Falcons,DEF,Detroit,0,20,,,,,,9,14.0,0.643,,,,,,,,20.0,49,
24600001,1610610035,Huskies,HUS,Toronto,0,25,,,,,,16,29.0,0.552,,,,0.0,,,,25.0,66,
24600001,1610612752,Knicks,NYK,New York,0,24,,,,,,20,26.0,0.769,,,,,,,,23.0,68,
24600003,1610610034,Bombers,BOM,St. Louis,0,20,59.0,0.339,,,,16,,,,,,,,,,21.0,56,
24600003,1610610031,Ironmen,PIT,Pittsburgh,0,16,72.0,0.222,,,,19,0.0,0.0,,,,0.0,,,,25.0,51,
24600004,1610610025,Stags,CHS,Chicago,0,21,,,,,,21,0.0,0.0,,,,0.0,,,,20.0,63,
24600004,1610612752,Knicks,NYK,New York,0,16,,,,,,15,,,,,,,,,,21.0,47,
24600002,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,17,,,,,,,,,,,59,
24600002,1610612738,Celtics,BOS,Boston,0,21,,,,,,11,,,,,,,,,,,53,
24600005,1610610028,Falcons,DEF,Detroit,0,10,,,,,,13,,,,,,,,,,,33,
24600005,1610610036,Capitols,WAS,Washington,0,18,,,,,,14,,,,,,0.0,,,,,50,
24600006,1610610026,Rebels,CLR,Cleveland,0,24,,,,,,23,35.0,0.657,,,,,,,,23.0,71,
24600006,1610610035,Huskies,HUS,Toronto,0,21,,,,,,18,27.0,0.667,,,,0.0,,,,28.0,60,
24600007,1610610031,Ironmen,PIT,Pittsburgh,0,19,,,,,,18,0.0,0.0,,,,0.0,,,,,56,
24600007,1610610036,Capitols,WAS,Washington,0,22,,,,,,27,,,,,,0.0,,,,,71,
24600009,1610610028,Falcons,DEF,Detroit,0,18,,,,,,13,,,,,,,,,,,49,
24600009,1610610034,Bombers,BOM,St. Louis,0,20,,,,,,13,,,,,,,,,,,53,
24600008,1610612738,Celtics,BOS,Boston,0,23,,,,,,9,17.0,0.529,,,,,,,,,55,
24600008,1610610025,Stags,CHS,Chicago,0,24,,,,,,9,23.0,0.391,,,,0.0,,,,0.0,57,
24600010,1610612744,Warriors,PHW,Philadelphia,0,28,,,,,,25,39.0,0.641,,,,0.0,,,,24.0,81,
24600010,1610610031,Ironmen,PIT,Pittsburgh,0,29,,,,,,17,28.0,0.606,,,,0.0,,,,35.0,75,
24600011,1610610032,Steamrollers,PRO,Providence,0,31,,,,,,11,18.0,0.61,,,,,,,,20.0,73,
24600011,1610610025,Stags,CHS,Chicago,0,27,,,,,,11,24.0,0.458,,,,0.0,,,,14.0,65,
24600012,1610610034,Bombers,BOM,St. Louis,0,25,104.0,0.239,,,,13,20.0,0.65,,,,,,,,21.0,63,
24600012,1610612752,Knicks,NYK,New York,0,27,90.0,0.299,,,,16,23.0,0.695,,,,,,,,16.0,70,
24600013,1610610035,Huskies,HUS,Toronto,0,31,,,,,,11,26.0,0.422,,,,0.0,,,,21.0,73,
24600013,1610610028,Falcons,DEF,Detroit,0,28,,,,,,15,23.0,0.652,,,,,,,,15.0,71,
24600017,1610610028,Falcons,DEF,Detroit,0,26,,,,,,17,,,,,,,,,,,69,
24600017,1610612738,Celtics,BOS,Boston,0,15,,,,,,16,,,,,,,,,,,46,
24600015,1610610032,Steamrollers,PRO,Providence,0,22,0.0,0.0,,,,32,,,,,,0.0,,,,,76,
24600015,1610610031,Ironmen,PIT,Pittsburgh,0,25,,,,,,16,0.0,0.0,,,,0.0,,,,,66,
24600014,1610610034,Bombers,BOM,St. Louis,0,28,,,,,,14,,,,,,,,,,36.0,70,
24600014,1610610036,Capitols,WAS,Washington,0,19,,,,,,31,,,,,,,,,,26.0,69,
24600016,1610610025,Stags,CHS,Chicago,0,22,,,,,,18,28.0,0.643,,,,0.0,,,,22.0,62,
24600016,1610610035,Huskies,HUS,Toronto,0,17,,,,,,16,28.0,0.57,,,,0.0,,,,23.0,50,
24600018,1610610026,Rebels,CLR,Cleveland,0,42,,,,,,8,17.0,0.47,,,,,,,,,92,
24600018,1610610036,Capitols,WAS,Washington,0,24,,,,,,20,34.0,0.587,,,,,,,,,68,
24600019,1610610031,Ironmen,PIT,Pittsburgh,0,29,,,,,,26,35.0,0.742,,,,0.0,,,,32.0,84,
24600019,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,29,42.0,0.689,,,,0.0,,,,28.0,71,
24600020,1610612752,Knicks,NYK,New York,0,28,,,,,,17,29.0,0.585,,,,,,,,26.0,73,
24600020,1610610025,Stags,CHS,Chicago,0,30,,,,,,18,30.0,0.599,,,,,,,,21.0,78,
24600021,1610610028,Falcons,DEF,Detroit,0,24,,,,,,20,,,,,,,,,,,68,
24600021,1610610032,Steamrollers,PRO,Providence,0,27,0.0,0.0,,,,16,,,,,,0.0,,,,,70,
24600022,1610610025,Stags,CHS,Chicago,0,29,,,,,,13,0.0,0.0,,,,0.0,,,,21.0,71,
24600022,1610612738,Celtics,BOS,Boston,0,22,,,,,,17,,,,,,,,,,15.0,61,
24600023,1610612744,Warriors,PHW,Philadelphia,0,26,,,,,,16,21.0,0.762,,,,0.0,,,,21.0,68,
24600023,1610610036,Capitols,WAS,Washington,0,25,,,,,,15,24.0,0.625,,,,0.0,,,,19.0,65,
24600024,1610610034,Bombers,BOM,St. Louis,0,29,,,,,,6,,,,,,,,,,,64,
24600024,1610612738,Celtics,BOS,Boston,0,24,,,,,,14,,,,,,,,,,,62,
24600025,1610610035,Huskies,HUS,Toronto,0,32,,,,,,21,28.0,0.75,,,,0.0,,,,22.0,85,
24600025,1610610032,Steamrollers,PRO,Providence,0,21,,,,,,26,34.0,0.765,,,,0.0,,,,22.0,68,
